Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Gina  Elisabeth Mathisen,Female,Norway,0 days 01:45:22,0 days 00:08:52,0 days 07:03:45,0 days 00:08:52,0 days 06:17:31,0 days 15:24:23,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
JÃ³n  SigÅÃ³r JÃ³nsson,Male,Iceland,0 days 01:08:10,0 days 00:07:22,0 days 07:22:13,0 days 00:07:22,0 days 06:39:36,0 days 15:24:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ãyvind  Venstad,Male,Norway,0 days 01:38:24,0 days 00:07:09,0 days 06:48:08,0 days 00:07:09,0 days 06:44:06,0 days 15:24:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Miriam  Nicholson,Female,Canada,0 days 01:18:34,0 days 00:06:36,0 days 07:30:21,0 days 00:06:36,0 days 06:23:04,0 days 15:25:12,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Serge  Pellegry,Male,France,0 days 01:01:05,0 days 00:11:12,0 days 07:28:28,0 days 00:11:12,0 days 06:33:43,0 days 15:25:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Andreas  Skatvedt,Male,Norway,0 days 01:33:58,0 days 00:07:00,0 days 06:52:00,0 days 00:07:00,0 days 06:47:09,0 days 15:27:06,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Barry  Rimmer,Male,United Kingdom,0 days 01:34:53,0 days 00:06:48,0 days 07:39:15,0 days 00:06:48,0 days 05:59:42,0 days 15:27:25,White,1000 meters,3800.0,180.0,42.0,2012.0
Roberto  Parseghian,Male,Brazil,0 days 01:12:47,0 days 00:09:36,0 days 07:34:55,0 days 00:09:36,0 days 06:20:44,0 days 15:27:38,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Tim  Cavanagh,Male,United Kingdom,0 days 01:21:07,0 days 00:06:36,0 days 07:45:20,0 days 00:06:36,0 days 06:08:18,0 days 15:27:57,White,1000 meters,3800.0,180.0,42.0,2012.0
Heiki  Talvik,Male,Estonia,0 days 01:25:30,0 days 00:07:32,0 days 07:45:54,0 days 00:07:32,0 days 06:02:22,0 days 15:28:51,White,1000 meters,3800.0,180.0,42.0,2012.0
David  Diego Pinto,Male,Spain,0 days 01:08:59,0 days 00:09:02,0 days 08:03:01,0 days 00:09:02,0 days 06:00:40,0 days 15:30:43,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Richard  Singleton,Male,United Kingdom,0 days 01:20:12,0 days 00:08:29,0 days 07:59:41,0 days 00:08:29,0 days 05:54:22,0 days 15:31:13,White,1000 meters,3800.0,180.0,42.0,2012.0
Andreas  Efstathiou,Male,Cyprus,0 days 01:26:56,0 days 00:21:39,0 days 08:09:19,0 days 00:21:39,0 days 05:12:13,0 days 15:31:46,White,1000 meters,3800.0,180.0,42.0,2012.0
Iver  Harald HÃ¸y,Male,Norway,0 days 01:20:57,0 days 00:06:38,0 days 07:53:57,0 days 00:06:38,0 days 06:03:39,0 days 15:31:48,White,1000 meters,3800.0,180.0,42.0,2012.0
Thierry  Dretzen,Male,France,0 days 01:13:13,0 days 00:07:06,0 days 07:02:00,0 days 00:07:06,0 days 07:02:40,0 days 15:32:05,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Roger  Myhrvold,Male,Norway,0 days 01:20:34,0 days 00:07:00,0 days 07:13:29,0 days 00:07:00,0 days 06:44:38,0 days 15:32:42,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Christine  Sipidias,Female,United Kingdom,0 days 01:24:48,0 days 00:11:09,0 days 08:19:57,0 days 00:11:09,0 days 05:25:49,0 days 15:32:52,White,1000 meters,3800.0,180.0,42.0,2012.0
Kari  Kastango,Female,United States of America,0 days 01:08:14,0 days 00:09:56,0 days 08:27:10,0 days 00:09:56,0 days 05:38:44,0 days 15:33:59,White,1000 meters,3800.0,180.0,42.0,2012.0
Alcino  Oliveira,Male,Portugal,0 days 01:17:04,0 days 00:26:41,0 days 07:47:19,0 days 00:26:41,0 days 05:36:43,0 days 15:34:28,White,1000 meters,3800.0,180.0,42.0,2012.0
Rune  Stene,Male,Norway,0 days 01:48:39,0 days 00:04:49,0 days 07:06:56,0 days 00:04:49,0 days 06:30:14,0 days 15:35:27,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Lena  Feringa,Female,Belgium,0 days 01:17:06,0 days 00:04:58,0 days 07:53:41,0 days 00:04:58,0 days 06:15:08,0 days 15:35:51,White,1000 meters,3800.0,180.0,42.0,2012.0
Erlend  Paris Wathne,Male,Norway,0 days 01:26:43,0 days 00:10:18,0 days 08:15:42,0 days 00:10:18,0 days 05:33:00,0 days 15:36:01,White,1000 meters,3800.0,180.0,42.0,2012.0
Hugo  Klaos,Male,Estonia,0 days 01:25:00,0 days 00:08:18,0 days 07:29:51,0 days 00:08:18,0 days 06:24:56,0 days 15:36:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
KÃ¥re  JÃ¸rgensen,Male,Norway,0 days 01:18:23,0 days 00:08:42,0 days 07:40:18,0 days 00:08:42,0 days 06:20:36,0 days 15:36:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jeroen  Van Amelsfoort,Male,Netherlands,0 days 01:14:44,0 days 00:06:00,0 days 07:50:35,0 days 00:06:00,0 days 06:20:25,0 days 15:37:45,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Geir  Ove HjemsÃ¦ter,Male,Norway,0 days 01:10:55,0 days 00:04:55,0 days 07:04:39,0 days 00:04:55,0 days 07:13:10,0 days 15:38:34,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Rolf  M. Bakken,Male,Norway,0 days 01:25:19,0 days 00:04:39,0 days 07:48:03,0 days 00:04:39,0 days 06:16:01,0 days 15:38:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Gabi  Winck,Female,Italy,0 days 01:22:14,0 days 00:07:00,0 days 07:34:14,0 days 00:07:00,0 days 06:30:16,0 days 15:40:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Marius  Aaserud,Male,Norway,0 days 01:33:54,0 days 00:06:20,0 days 07:06:25,0 days 00:06:20,0 days 06:48:12,0 days 15:41:10,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Peter  Kenny,Male,United Kingdom,0 days 01:24:05,0 days 00:05:08,0 days 08:00:53,0 days 00:05:08,0 days 06:06:38,0 days 15:41:52,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jean  Francois Dor,Male,France,0 days 01:19:08,0 days 00:08:25,0 days 08:09:24,0 days 00:08:25,0 days 05:56:51,0 days 15:42:13,White,1000 meters,3800.0,180.0,42.0,2012.0
Trond  Pedersen,Male,Norway,0 days 01:35:24,0 days 00:06:40,0 days 08:26:42,0 days 00:06:40,0 days 05:27:24,0 days 15:42:50,White,1000 meters,3800.0,180.0,42.0,2012.0
Kim  Mejnert Henriksen,Male,Denmark,0 days 01:06:46,0 days 00:08:34,0 days 07:27:34,0 days 00:08:34,0 days 06:51:25,0 days 15:42:52,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Theo  Nieuweboer,Male,Netherlands,0 days 01:15:59,0 days 00:09:54,0 days 08:37:05,0 days 00:09:54,0 days 05:30:57,0 days 15:43:49,White,1000 meters,3800.0,180.0,42.0,2012.0
Morten  BÃ¸,Male,Norway,0 days 01:30:55,0 days 00:03:20,0 days 08:23:55,0 days 00:03:20,0 days 05:43:07,0 days 15:44:38,White,1000 meters,3800.0,180.0,42.0,2012.0
Christian  Martin,Male,Germany,0 days 01:19:30,0 days 00:04:59,0 days 08:08:19,0 days 00:04:59,0 days 06:07:50,0 days 15:45:37,White,1000 meters,3800.0,180.0,42.0,2012.0
Nora Johansen,Female,Norway,0 days 01:21:48,0 days 00:03:58,0 days 07:45:22,0 days 00:03:58,0 days 06:31:17,0 days 15:46:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Richard  Fernand,Male,United States of America,0 days 01:12:14,0 days 00:08:00,0 days 08:09:35,0 days 00:08:00,0 days 06:08:54,0 days 15:46:43,White,1000 meters,3800.0,180.0,42.0,2012.0
Anne  Katrine Gamre,Female,Norway,0 days 01:48:09,0 days 00:03:37,0 days 07:51:55,0 days 00:03:37,0 days 06:00:58,0 days 15:48:16,White,1000 meters,3800.0,180.0,42.0,2012.0
Ruslan  Smirnov,Male,Russian Federation,0 days 01:20:52,0 days 00:08:44,0 days 07:57:29,0 days 00:08:44,0 days 06:13:04,0 days 15:48:54,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ãystein  Tenfjord Engelsen,Male,Norway,0 days 01:04:24,0 days 00:04:06,0 days 07:35:45,0 days 00:04:06,0 days 07:01:05,0 days 15:49:27,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Matthew  Evans,Male,United Kingdom,0 days 01:13:54,0 days 00:07:16,0 days 07:29:00,0 days 00:07:16,0 days 06:53:05,0 days 15:50:32,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Elizabeth  Ransom,Female,United States of America,0 days 01:19:41,0 days 00:08:39,0 days 08:34:04,0 days 00:08:39,0 days 05:39:53,0 days 15:50:56,White,1000 meters,3800.0,180.0,42.0,2012.0
Ernst  Olav Botnen,Male,Norway,0 days 01:16:29,0 days 00:10:27,0 days 07:30:29,0 days 00:10:27,0 days 06:43:06,0 days 15:50:58,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
BÃ¸rre  Gjersvik,Male,Norway,0 days 01:48:10,0 days 00:06:25,0 days 07:43:03,0 days 00:06:25,0 days 06:08:35,0 days 15:52:38,White,1000 meters,3800.0,180.0,42.0,2012.0
Frank  Thommesen,Male,Norway,0 days 01:24:41,0 days 00:06:12,0 days 07:28:48,0 days 00:06:12,0 days 06:46:59,0 days 15:52:51,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Micael  Christensen,Male,Denmark,0 days 01:23:05,0 days 00:08:10,0 days 06:41:39,0 days 00:08:10,0 days 07:32:06,0 days 15:53:09,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Daan  Hoogland,Male,Netherlands,0 days 01:07:41,0 days 00:03:49,0 days 07:48:57,0 days 00:03:49,0 days 06:49:41,0 days 15:53:57,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Marius  AndrÃ¨ Johansen,Male,Norway,0 days 01:12:02,0 days 00:05:14,0 days 07:31:51,0 days 00:05:14,0 days 06:59:41,0 days 15:54:01,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Cecilie  KamsvÃ¥g,Female,Norway,0 days 01:36:06,0 days 00:09:04,0 days 08:31:49,0 days 00:09:04,0 days 05:28:26,0 days 15:54:29,White,1000 meters,3800.0,180.0,42.0,2012.0
Frode  Ugland,Male,Norway,0 days 01:21:39,0 days 00:05:59,0 days 07:14:41,0 days 00:05:59,0 days 07:07:11,0 days 15:55:29,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Anders  TÃ¸rud,Male,Norway,0 days 01:29:56,0 days 00:07:18,0 days 07:31:06,0 days 00:07:18,0 days 06:40:46,0 days 15:56:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Morten  Schau,Male,Norway,0 days 01:52:06,0 days 00:09:15,0 days 07:25:23,0 days 00:09:15,0 days 06:20:59,0 days 15:56:58,White,1000 meters,3800.0,180.0,42.0,2012.0
Chris  Kateifides,Male,United Kingdom,0 days 01:15:25,0 days 00:03:34,0 days 07:48:16,0 days 00:03:34,0 days 06:46:43,0 days 15:57:32,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jone  Jonsson,Male,Norway,0 days 01:20:48,0 days 00:07:44,0 days 07:40:23,0 days 00:07:44,0 days 06:41:09,0 days 15:57:47,White,1000 meters,3800.0,180.0,42.0,2012.0
Bjarte  EikÃ¥s,Male,Norway,0 days 01:09:35,0 days 00:08:12,0 days 07:19:45,0 days 00:08:12,0 days 07:12:11,0 days 15:57:55,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Stephen  Ransom,Male,United States of America,0 days 01:21:00,0 days 00:07:24,0 days 07:35:32,0 days 00:07:24,0 days 06:46:40,0 days 15:58:00,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Rune  Mykland,Male,Norway,0 days 01:50:19,0 days 00:12:34,0 days 07:07:05,0 days 00:12:34,0 days 06:36:31,0 days 15:59:03,White,1000 meters,3800.0,180.0,42.0,2012.0
Berit  Kolltveit,Female,Norway,0 days 01:22:29,0 days 00:05:57,0 days 07:10:58,0 days 00:05:57,0 days 07:14:06,0 days 15:59:27,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Keith  Hinson,Male,United States of America,0 days 01:20:47,0 days 00:06:20,0 days 07:50:39,0 days 00:06:20,0 days 06:36:15,0 days 16:00:21,White,1000 meters,3800.0,180.0,42.0,2012.0
Thomas  Stade,Male,Sweden,0 days 01:17:12,0 days 00:07:58,0 days 08:37:28,0 days 00:07:58,0 days 05:50:49,0 days 16:01:24,White,1000 meters,3800.0,180.0,42.0,2012.0
Nina  Blakkisrud,Female,Norway,0 days 01:32:35,0 days 00:05:58,0 days 07:44:39,0 days 00:05:58,0 days 06:32:56,0 days 16:02:05,White,1000 meters,3800.0,180.0,42.0,2012.0
Sandra  Greaves,Female,United Kingdom,0 days 01:19:26,0 days 00:05:48,0 days 07:36:48,0 days 00:05:48,0 days 06:55:27,0 days 16:03:18,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Patrick  Mc Laughlin,Male,Ireland,0 days 01:10:00,0 days 00:05:33,0 days 08:14:21,0 days 00:05:33,0 days 06:28:33,0 days 16:04:00,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Stefan  Skogbrott,Male,Norway,0 days 01:10:37,0 days 00:05:14,0 days 07:13:47,0 days 00:05:14,0 days 07:29:20,0 days 16:04:12,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Nick  Mansley,Male,United Kingdom,0 days 01:26:58,0 days 00:04:44,0 days 07:35:58,0 days 00:04:44,0 days 06:53:36,0 days 16:06:01,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jonathan  Beighton,Male,United Kingdom,0 days 01:15:45,0 days 00:07:50,0 days 07:52:56,0 days 00:07:50,0 days 06:42:56,0 days 16:07:18,White,1000 meters,3800.0,180.0,42.0,2012.0
Peter  Michael Bruus Madsen,Male,Denmark,0 days 01:04:56,0 days 00:07:16,0 days 08:22:33,0 days 00:07:16,0 days 06:25:28,0 days 16:07:30,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Live  Kolstad Haanshus,Female,Norway,0 days 01:26:38,0 days 00:08:16,0 days 08:07:16,0 days 00:08:16,0 days 06:18:43,0 days 16:09:10,White,1000 meters,3800.0,180.0,42.0,2012.0
AsbjÃ¸rn  Bakken,Male,Norway,0 days 01:26:26,0 days 00:11:45,0 days 07:57:51,0 days 00:11:45,0 days 06:24:19,0 days 16:12:06,White,1000 meters,3800.0,180.0,42.0,2012.0
Markus  Kullack,Male,France,0 days 01:19:55,0 days 00:10:04,0 days 07:50:19,0 days 00:10:04,0 days 06:43:53,0 days 16:14:15,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Tomas  Jonsson,Male,Sweden,0 days 01:15:15,0 days 00:08:23,0 days 08:01:22,0 days 00:08:23,0 days 06:43:08,0 days 16:16:31,White,1000 meters,3800.0,180.0,42.0,2012.0
Guido  Van Der Werve,Male,Netherlands,0 days 01:25:59,0 days 00:04:34,0 days 07:43:42,0 days 00:04:34,0 days 06:57:43,0 days 16:16:32,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
TamÃ¡s  MatlÃ¡k,Male,Hungary,0 days 01:27:48,0 days 00:15:29,0 days 08:30:40,0 days 00:15:29,0 days 05:48:04,0 days 16:17:30,White,1000 meters,3800.0,180.0,42.0,2012.0
Frank  Johansen,Male,Norway,0 days 01:29:17,0 days 00:06:00,0 days 07:49:48,0 days 00:06:00,0 days 06:46:55,0 days 16:17:59,White,1000 meters,3800.0,180.0,42.0,2012.0
Per-Jarle  Einarsen,Male,Norway,0 days 01:30:36,0 days 00:07:00,0 days 08:08:14,0 days 00:07:00,0 days 06:29:18,0 days 16:22:09,White,1000 meters,3800.0,180.0,42.0,2012.0
David  Gray,Male,"Korea, Republic of",0 days 01:05:16,0 days 00:06:30,0 days 08:26:06,0 days 00:06:30,0 days 06:38:48,0 days 16:23:09,White,1000 meters,3800.0,180.0,42.0,2012.0
Ottar  RÃ¸ed,Male,Norway,0 days 01:13:41,0 days 00:08:16,0 days 08:45:31,0 days 00:08:16,0 days 06:08:38,0 days 16:24:21,White,1000 meters,3800.0,180.0,42.0,2012.0
Bernhard  Zechner,Male,United Kingdom,0 days 01:19:34,0 days 00:09:46,0 days 08:19:36,0 days 00:09:46,0 days 06:26:22,0 days 16:25:03,White,1000 meters,3800.0,180.0,42.0,2012.0
Aynsley  O'carroll,Female,Russian Federation,0 days 01:09:43,0 days 00:07:39,0 days 08:03:51,0 days 00:07:39,0 days 06:56:16,0 days 16:25:08,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Gayle  Galletta,Female,United States of America,0 days 01:02:30,0 days 00:05:08,0 days 08:03:09,0 days 00:05:08,0 days 07:10:03,0 days 16:25:58,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Manne  Freyland,Male,Sweden,0 days 01:07:54,0 days 00:06:52,0 days 07:48:28,0 days 00:06:52,0 days 07:17:57,0 days 16:28:04,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Alessandra  Perbellini,Female,United Kingdom,0 days 01:19:01,0 days 00:19:28,0 days 08:40:36,0 days 00:19:28,0 days 05:58:39,0 days 16:37:13,White,1000 meters,3800.0,180.0,42.0,2012.0
Matthias  Vogt,Male,Germany,0 days 01:08:51,0 days 00:05:46,0 days 07:32:47,0 days 00:05:46,0 days 07:45:30,0 days 16:38:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jon  Kolstad,Male,Norway,0 days 01:14:55,0 days 00:05:51,0 days 07:22:11,0 days 00:05:51,0 days 07:51:11,0 days 16:39:59,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Britta  Alstad,Female,Sweden,0 days 01:27:34,0 days 00:06:37,0 days 08:09:32,0 days 00:06:37,0 days 06:51:08,0 days 16:41:28,White,1000 meters,3800.0,180.0,42.0,2012.0
Mark  Miller,Male,United States of America,0 days 01:19:54,0 days 00:09:52,0 days 09:07:51,0 days 00:09:52,0 days 05:55:11,0 days 16:42:39,White,1000 meters,3800.0,180.0,42.0,2012.0
Thomas  HÃ¤rtel,Male,Germany,0 days 01:20:20,0 days 00:10:56,0 days 08:21:45,0 days 00:10:56,0 days 06:38:58,0 days 16:42:56,White,1000 meters,3800.0,180.0,42.0,2012.0
Sofie  Lantto,Female,Sweden,0 days 01:19:59,0 days 00:08:30,0 days 08:49:23,0 days 00:08:30,0 days 06:17:21,0 days 16:43:44,White,1000 meters,3800.0,180.0,42.0,2012.0
Ross  Martin,Male,United Kingdom,0 days 01:18:07,0 days 00:12:42,0 days 08:46:20,0 days 00:12:42,0 days 06:17:35,0 days 16:47:25,White,1000 meters,3800.0,180.0,42.0,2012.0
Hege  Kristin Brekke,Female,Norway,0 days 01:52:19,0 days 00:08:12,0 days 08:24:47,0 days 00:08:12,0 days 06:15:11,0 days 16:48:41,White,1000 meters,3800.0,180.0,42.0,2012.0
Kjetil  Thorsen,Male,Norway,0 days 01:44:41,0 days 00:10:38,0 days 08:13:44,0 days 00:10:38,0 days 06:32:23,0 days 16:52:05,White,1000 meters,3800.0,180.0,42.0,2012.0
Christine  Gran Morland,Female,Norway,0 days 01:41:14,0 days 00:05:24,0 days 07:53:28,0 days 00:05:24,0 days 07:06:48,0 days 16:52:19,White,1000 meters,3800.0,180.0,42.0,2012.0
Jane  Horpestad,Female,Norway,0 days 01:36:07,0 days 00:05:26,0 days 08:31:52,0 days 00:05:26,0 days 06:43:32,0 days 17:02:22,White,1000 meters,3800.0,180.0,42.0,2012.0
Eivor  IndrebÃ¸ LÃ¦greid,Female,Norway,0 days 01:29:49,0 days 00:09:34,0 days 09:04:32,0 days 00:09:34,0 days 06:14:50,0 days 17:08:20,White,1000 meters,3800.0,180.0,42.0,2012.0
Ole  Martin Dahl,Male,Norway,0 days 01:30:11,0 days 00:03:01,0 days 07:34:55,0 days 00:03:01,0 days 07:57:52,0 days 17:09:00,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
David  Costelloe,Male,Ireland,0 days 01:17:53,0 days 00:11:40,0 days 09:39:28,0 days 00:11:40,0 days 06:02:19,0 days 17:23:00,White,1000 meters,3800.0,180.0,42.0,2012.0
Trygve  Dahle,Male,Norway,0 days 01:24:26,0 days 00:05:56,0 days 08:51:56,0 days 00:05:56,0 days 07:00:15,0 days 17:28:29,White,1000 meters,3800.0,180.0,42.0,2012.0
Venke  Johansen,Female,Norway,0 days 01:30:40,0 days 00:05:00,0 days 08:45:47,0 days 00:05:00,0 days 07:02:23,0 days 17:28:49,White,1000 meters,3800.0,180.0,42.0,2012.0
Sara  Ertzaas,Female,Norway,0 days 01:24:53,0 days 00:03:43,0 days 08:46:32,0 days 00:03:43,0 days 07:12:12,0 days 17:31:03,White,1000 meters,3800.0,180.0,42.0,2012.0
Yngve  Dahl,Male,Norway,0 days 01:34:46,0 days 00:10:32,0 days 09:14:30,0 days 00:10:32,0 days 06:24:13,0 days 17:34:32,White,1000 meters,3800.0,180.0,42.0,2012.0
Thor  SÃ¸dal,Male,Norway,0 days 01:53:37,0 days 00:06:47,0 days 08:56:10,0 days 00:06:47,0 days 06:36:08,0 days 17:39:29,White,1000 meters,3800.0,180.0,42.0,2012.0
Michael  Mazur,Male,Norway,0 days 01:29:32,0 days 00:08:28,0 days 08:28:27,0 days 00:08:28,0 days 07:34:21,0 days 17:49:16,White,1000 meters,3800.0,180.0,42.0,2012.0
Ming  Wai Lau,Male,Hong Kong,0 days 01:25:02,0 days 00:04:52,0 days 08:33:44,0 days 00:04:52,0 days 07:45:37,0 days 17:54:07,White,1000 meters,3800.0,180.0,42.0,2012.0
Jesper  EklÃ¶f,Male,Sweden,0 days 01:20:42,0 days 00:17:16,0 days 09:22:10,0 days 00:17:16,0 days 06:37:58,0 days 17:55:23,White,1000 meters,3800.0,180.0,42.0,2012.0
Julia  Kelly,Female,Ireland,0 days 01:42:38,0 days 00:13:29,0 days 09:23:08,0 days 00:13:29,0 days 06:29:19,0 days 18:02:03,White,1000 meters,3800.0,180.0,42.0,2012.0
Kurt  Nedenes,Male,Norway,0 days 01:39:56,0 days 00:10:43,0 days 09:20:46,0 days 00:10:43,0 days 06:42:18,0 days 18:04:26,White,1000 meters,3800.0,180.0,42.0,2012.0
Stian  Heimsvik,Male,Norway,0 days 01:56:04,0 days 00:06:38,0 days 09:40:03,0 days 00:06:38,0 days 06:20:47,0 days 18:10:09,White,1000 meters,3800.0,180.0,42.0,2012.0
Raymond  Tuv,Male,Norway,0 days 01:30:02,0 days 00:09:00,0 days 09:53:31,0 days 00:09:00,0 days 06:29:43,0 days 18:11:16,White,1000 meters,3800.0,180.0,42.0,2012.0
Truls  Gran,Male,Norway,0 days 01:31:55,0 days 00:04:52,0 days 09:00:21,0 days 00:04:52,0 days 07:32:39,0 days 18:14:40,White,1000 meters,3800.0,180.0,42.0,2012.0
William  Webster,Male,Germany,0 days 01:29:23,0 days 00:13:00,0 days 09:21:09,0 days 00:13:00,0 days 07:06:44,0 days 18:23:15,White,1000 meters,3800.0,180.0,42.0,2012.0
Espen  Myhre,Male,Norway,0 days 01:26:20,0 days 00:08:53,0 days 09:26:02,0 days 00:08:53,0 days 07:27:26,0 days 18:37:34,White,1000 meters,3800.0,180.0,42.0,2012.0
Boon  Tee,Male,Malaysia,0 days 01:35:13,0 days 00:10:02,0 days 09:12:40,0 days 00:10:02,0 days 07:42:19,0 days 18:50:17,White,1000 meters,3800.0,180.0,42.0,2012.0
Craig  Slattery,Male,Singapore,0 days 01:21:05,0 days 00:11:01,0 days 08:55:31,0 days 00:11:01,0 days 08:11:39,0 days 18:50:17,White,1000 meters,3800.0,180.0,42.0,2012.0
Piotr  Sprawka,Male,Poland,0 days 01:26:03,0 days 00:08:30,0 days 09:29:21,0 days 00:08:30,0 days 07:39:41,0 days 18:52:04,White,1000 meters,3800.0,180.0,42.0,2012.0
Markus Stierli,Male,Switzerland,0 days 01:03:25,0 days 00:01:53,0 days 06:00:05,0 days 00:01:53,0 days 04:18:00,0 days 11:25:16,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Dirk Wijnalda,Male,Netherlands,0 days 01:05:34,0 days 00:01:16,0 days 06:09:38,0 days 00:01:16,0 days 04:23:48,0 days 11:41:33,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Allan Hovda,Male,Norway,0 days 01:06:29,0 days 00:02:08,0 days 06:19:53,0 days 00:02:08,0 days 04:18:53,0 days 11:49:30,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Lars Christian Vold,Male,Norway,0 days 00:57:41,0 days 00:01:24,0 days 06:21:25,0 days 00:01:24,0 days 04:28:13,0 days 11:50:07,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Lasse Rypdal,Male,Norway,0 days 01:12:28,0 days 00:00:55,0 days 06:30:04,0 days 00:00:55,0 days 04:10:47,0 days 11:55:09,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Kristian Horne,Male,Norway,0 days 01:05:05,0 days 00:02:04,0 days 06:21:59,0 days 00:02:04,0 days 04:33:47,0 days 12:04:58,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Jon Thorp,Male,Norway,0 days 00:59:57,0 days 00:02:14,0 days 06:32:24,0 days 00:02:14,0 days 04:30:49,0 days 12:07:39,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Ulrik Schaarup,Male,Denmark,0 days 01:03:32,0 days 00:04:22,0 days 06:06:45,0 days 00:04:22,0 days 04:49:49,0 days 12:08:51,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Marc Pschebizin,Male,Germany,0 days 01:06:32,0 days 00:03:09,0 days 06:20:34,0 days 00:03:09,0 days 04:46:58,0 days 12:20:22,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Kjartan Medle,Male,Norway,0 days 01:06:46,0 days 00:08:24,0 days 06:14:40,0 days 00:08:24,0 days 04:52:47,0 days 12:31:00,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Anders Ãen,Male,Norway,0 days 01:04:29,0 days 00:01:36,0 days 06:54:49,0 days 00:01:36,0 days 04:33:47,0 days 12:36:17,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Inger Liv Bjerkreim Nilsen,Female,Norway,0 days 01:11:53,0 days 00:04:24,0 days 07:04:31,0 days 00:04:24,0 days 04:18:02,0 days 12:43:14,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Hans Nilsson,Male,Germany,0 days 01:03:17,0 days 00:02:50,0 days 07:11:12,0 days 00:02:50,0 days 04:24:57,0 days 12:45:05,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Jacob Veenstra,Male,Netherlands,0 days 01:03:16,0 days 00:02:26,0 days 06:59:32,0 days 00:02:26,0 days 04:38:32,0 days 12:46:11,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
Dag Torp-Hansen,Male,Norway,0 days 01:18:51,0 days 00:03:42,0 days 06:17:53,0 days 00:03:42,0 days 05:03:59,0 days 12:48:07,Black,Gaustatoppen,3800.0,180.0,42.0,2013.0
